name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
name_of_the_assembly_in_given_input_directory.fasta,name_of_the_predicted_protein_assembly_you_want_in_output_directory.faa
